,frame,xmin,xmax,ymin,ymax,score
63,CTRL_group2_2.png,19,281,2,242,0.01171875
64,CTRL_group2_2.png,222,289,296,325,0.01171875
65,CTRL_group2_2.png,278,319,58,179,0.01171875
66,CTRL_group2_2.png,305,323,306,330,0.01171875
67,CTRL_group2_2.png,4,314,3,100,0.01171875
68,CTRL_group2_2.png,313,321,293,331,0.01171875
69,CTRL_group2_2.png,288,325,84,219,0.01171875
70,CTRL_group2_2.png,7,57,126,266,0.01171875
71,CTRL_group2_2.png,-1,31,323,330,0.01171875
72,CTRL_group2_2.png,246,320,304,329,0.01171875
73,CTRL_group2_2.png,257,317,323,328,0.01171875
74,CTRL_group2_2.png,1,51,2,45,0.01171875
75,CTRL_group2_2.png,16,250,219,315,0.01171875
76,CTRL_group2_2.png,303,330,319,332,0.01171875
77,CTRL_group2_2.png,109,136,185,255,0.01171875
78,BHVE_group9_2.png,35,288,167,295,0.02734375
79,BHVE_group9_2.png,3,96,60,267,0.0234375
80,BHVE_group9_2.png,284,329,317,324,0.01953125
81,BHVE_group9_2.png,17,268,218,319,0.01953125
82,BHVE_group9_2.png,210,301,55,272,0.01953125
83,BHVE_group9_2.png,240,306,319,324,0.015625
84,BHVE_group9_2.png,263,327,305,324,0.015625
85,BHVE_group9_2.png,2,55,318,324,0.015625
86,BHVE_group9_2.png,11,205,67,299,0.01171875
87,BHVE_group9_2.png,299,322,306,323,0.01171875
88,BHVE_group9_2.png,-2,29,319,326,0.01171875
89,BHVE_group9_2.png,90,145,159,248,0.01171875
90,BHVE_group9_2.png,260,328,314,325,0.01171875
91,CTRL_group5_6.png,75,136,111,176,0.8671875
92,CTRL_group5_6.png,69,141,69,187,0.078125
93,CTRL_group5_6.png,127,141,78,106,0.04296875
94,CTRL_group5_6.png,85,167,98,175,0.0390625
95,CTRL_group5_6.png,302,322,301,318,0.0234375
96,CTRL_group5_6.png,77,133,131,224,0.0234375
97,CTRL_group5_6.png,282,327,312,319,0.01953125
98,CTRL_group5_6.png,156,176,231,264,0.01953125
99,CTRL_group5_6.png,275,323,301,319,0.015625
100,CTRL_group5_6.png,80,133,42,156,0.015625
101,CTRL_group5_6.png,314,322,284,321,0.015625
102,CTRL_group5_6.png,79,179,48,187,0.015625
103,CTRL_group5_6.png,2,58,314,319,0.015625
104,CTRL_group5_6.png,124,147,204,267,0.01171875
105,CTRL_group5_6.png,81,153,132,183,0.01171875
106,CTRL_group5_6.png,-1,52,302,320,0.01171875
107,CTRL_group5_6.png,315,322,265,316,0.01171875
108,CTRL_group5_6.png,56,120,113,168,0.01171875
109,CTRL_group5_6.png,65,138,83,141,0.01171875
110,CTRL_group5_6.png,157,191,214,263,0.01171875
111,CTRL_group5_6.png,119,144,88,150,0.01171875
112,CTRL_group5_6.png,-1,31,314,321,0.01171875
113,CTRL_group5_6.png,307,330,310,323,0.01171875
114,CTRL_group5_6.png,111,148,103,172,0.01171875
115,CTRL_group5_6.png,0,26,303,319,0.01171875
116,CTRL_group3_1.png,8,279,20,322,0.03125
117,CTRL_group3_1.png,23,298,198,318,0.02734375
118,CTRL_group3_1.png,276,319,312,319,0.02734375
119,CTRL_group3_1.png,170,307,25,231,0.0234375
120,CTRL_group3_1.png,249,309,313,319,0.0234375
121,CTRL_group3_1.png,306,314,281,323,0.0234375
122,CTRL_group3_1.png,257,318,298,318,0.01953125
123,CTRL_group3_1.png,253,318,309,320,0.01953125
124,CTRL_group3_1.png,181,231,84,217,0.01953125
125,CTRL_group3_1.png,294,314,300,319,0.01953125
126,CTRL_group3_1.png,309,314,262,320,0.015625
127,CTRL_group3_1.png,0,90,37,271,0.015625
128,CTRL_group3_1.png,0,35,19,99,0.015625
129,CTRL_group3_1.png,1,56,314,319,0.01171875
130,CTRL_group3_1.png,298,322,310,324,0.01171875
131,CTRL_group3_1.png,0,27,25,68,0.01171875
132,CTRL_group3_1.png,128,358,213,357,0.01171875
133,CTRL_group3_1.png,274,314,284,321,0.01171875
134,CTRL_group3_1.png,244,302,303,320,0.01171875
135,CTRL_group3_1.png,14,153,55,291,0.01171875
136,CTRL_group3_1.png,142,293,-11,171,0.01171875
137,BHVE_group5_2.png,0,20,1,23,0.1171875
138,BHVE_group5_2.png,0,24,240,320,0.0859375
139,BHVE_group5_2.png,0,24,0,10,0.078125
140,BHVE_group5_2.png,0,21,-1,47,0.07421875
141,BHVE_group5_2.png,0,36,0,22,0.0703125
142,BHVE_group5_2.png,1,13,0,62,0.0625
143,BHVE_group5_2.png,0,14,0,14,0.0625
144,BHVE_group5_2.png,3,36,0,8,0.04296875
145,BHVE_group5_2.png,-1,55,3,34,0.0390625
146,BHVE_group5_2.png,1,8,5,58,0.0390625
147,BHVE_group5_2.png,1,21,2,88,0.03515625
148,BHVE_group5_2.png,0,46,1,109,0.03515625
149,BHVE_group5_2.png,0,38,216,325,0.03125
150,BHVE_group5_2.png,-1,67,-2,72,0.02734375
151,BHVE_group5_2.png,-1,14,0,32,0.0234375
152,BHVE_group5_2.png,1,66,0,18,0.0234375
153,BHVE_group5_2.png,-1,52,300,322,0.0234375
154,BHVE_group5_2.png,0,35,281,321,0.0234375
155,BHVE_group5_2.png,9,48,0,7,0.0234375
156,BHVE_group5_2.png,-3,110,2,49,0.0234375
157,BHVE_group5_2.png,0,7,54,112,0.01953125
158,BHVE_group5_2.png,2,53,316,322,0.01953125
159,BHVE_group5_2.png,0,11,12,86,0.01953125
160,BHVE_group5_2.png,13,78,317,322,0.01953125
161,BHVE_group5_2.png,19,128,33,244,0.01953125
162,BHVE_group6_1.png,0,88,60,266,0.0234375
163,BHVE_group6_1.png,81,205,72,231,0.0234375
164,BHVE_group6_1.png,0,37,60,100,0.01953125
165,BHVE_group6_1.png,34,159,83,241,0.015625
166,BHVE_group6_1.png,0,43,317,323,0.015625
167,BHVE_group6_1.png,268,322,315,322,0.015625
168,BHVE_group6_1.png,278,325,1,48,0.015625
169,BHVE_group6_1.png,-1,34,57,81,0.01171875
170,BHVE_group6_1.png,-3,41,43,238,0.01171875
171,BHVE_group6_1.png,296,334,314,322,0.01171875
172,BHVE_group6_1.png,0,25,306,323,0.01171875
173,BHVE_group6_1.png,0,30,64,123,0.01171875
174,CTRL_group7_5.png,39,111,154,250,0.0625
175,CTRL_group7_5.png,0,7,261,315,0.0234375
176,CTRL_group7_5.png,3,48,33,100,0.01953125
177,CTRL_group7_5.png,9,100,45,236,0.01953125
178,CTRL_group7_5.png,284,325,308,317,0.01953125
179,CTRL_group7_5.png,263,327,296,317,0.01953125
180,CTRL_group7_5.png,299,323,298,317,0.01953125
181,CTRL_group7_5.png,61,309,142,291,0.01953125
182,CTRL_group7_5.png,0,16,259,321,0.015625
183,CTRL_group7_5.png,0,24,298,317,0.015625
184,CTRL_group7_5.png,139,186,144,266,0.015625
185,CTRL_group7_5.png,308,325,295,318,0.015625
186,CTRL_group7_5.png,3,55,312,317,0.015625
187,CTRL_group7_5.png,55,154,147,269,0.015625
188,CTRL_group7_5.png,3,48,35,193,0.015625
189,CTRL_group7_5.png,35,122,162,303,0.01171875
190,CTRL_group7_5.png,1,43,111,258,0.01171875
191,CTRL_group7_5.png,0,21,284,316,0.01171875
192,CTRL_group7_5.png,7,228,11,258,0.01171875
193,CTRL_group7_5.png,9,46,29,68,0.01171875
194,CTRL_group7_5.png,5,83,34,156,0.01171875
195,CTRL_group7_5.png,-1,28,312,320,0.01171875
196,CTRL_group7_5.png,7,73,80,282,0.01171875
197,CTRL_group9_2.png,-1,120,1,52,0.86328125
198,CTRL_group9_2.png,35,149,-4,43,0.0390625
199,CTRL_group9_2.png,-39,136,-13,60,0.03515625
200,CTRL_group9_2.png,75,119,-1,43,0.02734375
201,CTRL_group9_2.png,178,313,9,141,0.02734375
202,CTRL_group9_2.png,3,96,5,37,0.0234375
203,CTRL_group9_2.png,30,106,-17,56,0.0234375
204,CTRL_group9_2.png,3,77,-2,70,0.01953125
205,CTRL_group9_2.png,203,308,17,101,0.015625
206,CTRL_group9_2.png,75,307,-13,58,0.015625
207,CTRL_group9_2.png,0,56,316,321,0.015625
208,CTRL_group9_2.png,0,222,-1,65,0.015625
209,CTRL_group9_2.png,12,109,14,71,0.01171875
210,CTRL_group9_2.png,-10,106,-5,30,0.01171875
211,CTRL_group9_2.png,204,317,11,286,0.01171875
212,CTRL_group9_2.png,181,289,11,71,0.01171875
213,CTRL_group9_2.png,252,311,315,321,0.01171875
214,CTRL_group9_2.png,-6,40,5,43,0.01171875
215,CTRL_group9_2.png,-2,33,316,323,0.01171875
216,CTRL_group9_2.png,58,122,-14,47,0.01171875
217,CTRL_group9_2.png,50,293,158,306,0.01171875
218,BHVE_group7_2.png,0,165,12,327,0.125
219,BHVE_group7_2.png,86,145,90,129,0.046875
220,BHVE_group7_2.png,289,336,323,330,0.0234375
221,BHVE_group7_2.png,0,61,325,330,0.01953125
222,BHVE_group7_2.png,24,298,40,346,0.01953125
223,BHVE_group7_2.png,238,329,36,281,0.01953125
224,BHVE_group7_2.png,272,336,310,330,0.015625
225,BHVE_group7_2.png,21,91,326,329,0.015625
226,BHVE_group7_2.png,-65,205,94,399,0.01171875
227,BHVE_group7_2.png,3,85,65,329,0.01171875
228,BHVE_group7_2.png,321,329,295,334,0.01171875
229,BHVE_group7_2.png,306,329,312,329,0.01171875
230,BHVE_group7_2.png,-1,33,325,332,0.01171875
231,BHVE_group7_2.png,6,57,0,27,0.01171875
232,BHVE_group7_2.png,0,25,316,330,0.01171875
233,BHVE_group7_2.png,287,330,297,332,0.01171875
234,BHVE_group7_2.png,238,301,326,330,0.01171875
235,CTRL_group9_1.png,70,107,58,119,0.04296875
236,CTRL_group9_1.png,191,313,12,107,0.0234375
237,CTRL_group9_1.png,0,82,57,269,0.01953125
238,CTRL_group9_1.png,189,314,11,250,0.01953125
239,CTRL_group9_1.png,0,56,316,321,0.01953125
240,CTRL_group9_1.png,196,311,5,58,0.01171875
241,CTRL_group9_1.png,65,112,56,175,0.01171875
242,CTRL_group9_1.png,-2,32,316,323,0.01171875
243,CTRL_group2_4.png,52,302,211,326,0.04296875
244,CTRL_group2_4.png,270,321,310,329,0.03515625
245,CTRL_group2_4.png,9,110,53,257,0.03125
246,CTRL_group2_4.png,25,277,163,305,0.03125
247,CTRL_group2_4.png,1,57,323,328,0.02734375
248,CTRL_group2_4.png,183,204,0,6,0.02734375
249,CTRL_group2_4.png,10,183,22,194,0.02734375
250,CTRL_group2_4.png,0,25,312,328,0.0234375
251,CTRL_group2_4.png,281,326,319,328,0.0234375
252,CTRL_group2_4.png,187,213,0,8,0.01953125
253,CTRL_group2_4.png,19,268,54,327,0.01953125
254,CTRL_group2_4.png,176,195,0,6,0.01953125
255,CTRL_group2_4.png,-1,30,323,330,0.01953125
256,CTRL_group2_4.png,275,325,127,283,0.015625
257,CTRL_group2_4.png,-1,61,319,329,0.015625
258,CTRL_group2_4.png,0,23,290,329,0.01171875
259,CTRL_group2_4.png,0,49,5,36,0.01171875
260,CTRL_group2_4.png,17,86,324,328,0.01171875
261,CTRL_group2_4.png,191,233,0,7,0.01171875
262,CTRL_group2_4.png,0,63,310,328,0.01171875
263,CTRL_group2_4.png,-2,47,293,327,0.01171875
264,CTRL_group2_4.png,-3,7,309,329,0.01171875
265,CTRL_group2_4.png,-6,292,4,224,0.01171875
266,CTRL_group2_4.png,34,181,86,283,0.01171875
267,CTRL_group2_4.png,12,48,0,7,0.01171875
268,CTRL_group6_4.png,0,46,9,64,0.10546875
269,CTRL_group6_4.png,1,26,9,57,0.05078125
270,CTRL_group6_4.png,0,8,15,63,0.046875
271,CTRL_group6_4.png,0,12,11,70,0.0390625
272,CTRL_group6_4.png,-4,85,6,69,0.03125
273,CTRL_group6_4.png,0,54,0,31,0.03125
274,CTRL_group6_4.png,1,35,0,45,0.03125
275,CTRL_group6_4.png,0,49,15,119,0.02734375
276,CTRL_group6_4.png,0,24,313,334,0.0234375
277,CTRL_group6_4.png,2,37,30,55,0.0234375
278,CTRL_group6_4.png,6,45,0,6,0.0234375
279,CTRL_group6_4.png,0,7,3,41,0.0234375
280,CTRL_group6_4.png,0,97,-17,228,0.01953125
281,CTRL_group6_4.png,291,334,327,334,0.01953125
282,CTRL_group6_4.png,1,18,12,82,0.01953125
283,CTRL_group6_4.png,-1,39,327,335,0.01953125
284,CTRL_group6_4.png,307,329,315,334,0.01953125
285,CTRL_group6_4.png,-1,13,-3,50,0.015625
286,CTRL_group6_4.png,3,30,2,26,0.015625
287,CTRL_group6_4.png,5,80,296,332,0.015625
288,CTRL_group6_4.png,-1,58,310,334,0.015625
289,CTRL_group6_4.png,1,44,294,334,0.015625
290,CTRL_group6_4.png,-11,59,0,56,0.015625
291,CTRL_group6_4.png,-2,8,311,335,0.015625
292,CTRL_group6_4.png,0,25,278,336,0.015625
293,BHVE_group5_3.png,0,24,240,319,0.08203125
294,BHVE_group5_3.png,0,20,0,22,0.078125
295,BHVE_group5_3.png,0,24,0,10,0.0703125
296,BHVE_group5_3.png,0,14,0,13,0.0625
297,BHVE_group5_3.png,0,21,-1,47,0.05859375
298,BHVE_group5_3.png,0,12,0,64,0.05859375
299,BHVE_group5_3.png,-2,54,1,26,0.046875
300,BHVE_group5_3.png,0,35,-1,37,0.04296875
301,BHVE_group5_3.png,3,36,0,8,0.0390625
302,BHVE_group5_3.png,1,8,5,59,0.0390625
303,BHVE_group5_3.png,0,41,304,323,0.03515625
304,BHVE_group5_3.png,0,35,281,321,0.03515625
305,BHVE_group5_3.png,1,20,1,89,0.03515625
306,BHVE_group5_3.png,0,43,-2,75,0.03125
307,BHVE_group5_3.png,-1,40,0,14,0.03125
308,BHVE_group5_3.png,0,38,216,325,0.03125
309,BHVE_group5_3.png,2,52,316,322,0.02734375
310,BHVE_group5_3.png,-2,73,1,45,0.0234375
311,BHVE_group5_3.png,0,47,262,322,0.0234375
312,BHVE_group5_3.png,6,63,306,324,0.0234375
313,BHVE_group5_3.png,-1,14,0,33,0.0234375
314,BHVE_group5_3.png,12,79,317,322,0.0234375
315,BHVE_group5_3.png,0,5,19,82,0.01953125
316,BHVE_group5_3.png,-3,92,270,323,0.01953125
317,BHVE_group5_3.png,0,16,19,141,0.01953125
318,BHVE_group2_2.png,0,21,257,347,0.08203125
319,BHVE_group2_2.png,71,182,93,155,0.0546875
320,BHVE_group2_2.png,-2,15,284,344,0.04296875
321,BHVE_group2_2.png,65,139,78,159,0.03515625
322,BHVE_group2_2.png,0,73,19,44,0.03125
323,BHVE_group2_2.png,0,43,326,347,0.02734375
324,BHVE_group2_2.png,314,337,144,242,0.02734375
325,BHVE_group2_2.png,213,267,117,213,0.02734375
326,BHVE_group2_2.png,1,37,302,346,0.02734375
327,BHVE_group2_2.png,4,54,339,346,0.02734375
328,BHVE_group2_2.png,0,22,323,347,0.0234375
329,BHVE_group2_2.png,30,99,342,346,0.01953125
330,BHVE_group2_2.png,293,336,148,236,0.01953125
331,BHVE_group2_2.png,315,337,326,346,0.01953125
332,BHVE_group2_2.png,271,335,68,227,0.01953125
333,BHVE_group2_2.png,7,66,329,348,0.01953125
334,BHVE_group2_2.png,18,120,326,346,0.015625
335,BHVE_group2_2.png,-1,30,230,354,0.015625
336,BHVE_group2_2.png,26,160,73,169,0.015625
337,BHVE_group2_2.png,9,84,338,348,0.015625
338,BHVE_group2_2.png,70,128,107,154,0.015625
339,BHVE_group2_2.png,4,100,19,268,0.015625
340,BHVE_group2_2.png,296,342,338,346,0.015625
341,BHVE_group2_2.png,-3,9,316,346,0.015625
342,BHVE_group2_2.png,0,58,336,347,0.015625
343,CTRL_group5_2.png,300,322,300,318,0.0234375
344,CTRL_group5_2.png,282,326,311,319,0.01953125
345,CTRL_group5_2.png,1,58,314,319,0.01953125
346,CTRL_group5_2.png,315,322,273,318,0.015625
347,CTRL_group5_2.png,266,326,298,318,0.015625
348,CTRL_group5_2.png,3,53,113,284,0.015625
349,CTRL_group5_2.png,-2,30,314,321,0.015625
350,CTRL_group5_2.png,316,322,257,309,0.01171875
351,CTRL_group5_2.png,139,195,163,199,0.01171875
352,CTRL_group5_2.png,27,313,1,104,0.01171875
353,CTRL_group5_2.png,150,182,187,199,0.01171875
354,CTRL_group5_2.png,-1,54,301,319,0.01171875
355,CTRL_group5_2.png,306,330,310,323,0.01171875
356,CTRL_group5_2.png,210,257,72,201,0.01171875
357,CTRL_group5_2.png,280,323,281,319,0.01171875
358,CTRL_group5_2.png,0,25,303,319,0.01171875
359,CTRL_group5_2.png,313,323,294,322,0.01171875
360,BHVE_group2_3.png,188,224,206,297,0.84375
361,BHVE_group2_3.png,0,20,273,346,0.08203125
362,BHVE_group2_3.png,1,36,301,346,0.02734375
363,BHVE_group2_3.png,4,53,339,346,0.0234375
364,BHVE_group2_3.png,196,241,203,313,0.0234375
365,BHVE_group2_3.png,16,77,341,346,0.01953125
366,BHVE_group2_3.png,0,16,199,338,0.01953125
367,BHVE_group2_3.png,1,38,257,351,0.01953125
368,BHVE_group2_3.png,0,42,325,347,0.01953125
369,BHVE_group2_3.png,0,65,22,47,0.015625
370,BHVE_group2_3.png,9,94,326,347,0.015625
371,BHVE_group2_3.png,-1,10,284,340,0.015625
372,BHVE_group2_3.png,-2,27,339,349,0.015625
373,BHVE_group2_3.png,-8,21,294,354,0.015625
374,BHVE_group2_3.png,59,122,342,346,0.015625
375,BHVE_group2_3.png,254,318,342,346,0.015625
376,BHVE_group2_3.png,312,343,338,347,0.015625
377,BHVE_group2_3.png,30,100,342,346,0.015625
378,BHVE_group2_3.png,319,338,327,346,0.015625
379,BHVE_group2_3.png,-1,22,321,346,0.015625
380,BHVE_group2_3.png,280,344,326,347,0.01171875
381,BHVE_group2_3.png,2,67,26,64,0.01171875
382,BHVE_group2_3.png,288,348,341,347,0.01171875
383,BHVE_group2_3.png,171,222,184,289,0.01171875
384,BHVE_group2_3.png,0,68,14,39,0.01171875
385,CTRL_group1_3.png,-7,277,123,312,0.015625
386,CTRL_group1_3.png,0,91,52,289,0.01171875
387,CTRL_group1_3.png,254,308,316,322,0.01171875
388,CTRL_group1_3.png,-15,206,-29,335,0.01171875
389,CTRL_group1_3.png,230,287,317,321,0.01171875
390,CTRL_group7_2.png,6,49,34,86,0.04296875
391,CTRL_group7_2.png,1,96,30,243,0.03125
392,CTRL_group7_2.png,209,266,107,265,0.02734375
393,CTRL_group7_2.png,3,54,312,317,0.01953125
394,CTRL_group7_2.png,283,327,309,317,0.015625
395,CTRL_group7_2.png,20,49,30,75,0.015625
396,CTRL_group7_2.png,262,327,296,317,0.015625
397,CTRL_group7_2.png,0,24,297,317,0.015625
398,CTRL_group7_2.png,0,10,282,315,0.015625
399,CTRL_group7_2.png,300,323,298,317,0.015625
400,CTRL_group7_2.png,315,324,281,320,0.01171875
401,CTRL_group7_2.png,-2,44,33,113,0.01171875
402,CTRL_group7_2.png,308,325,295,319,0.01171875
403,CTRL_group7_2.png,0,22,265,317,0.01171875
404,CTRL_group7_2.png,10,79,312,317,0.01171875
405,CTRL_group7_2.png,8,89,31,90,0.01171875
406,CTRL_group7_2.png,-2,28,312,320,0.01171875
407,CTRL_group3_2.png,113,268,179,238,0.02734375
408,CTRL_group3_2.png,128,318,12,189,0.01953125
409,CTRL_group3_2.png,276,320,312,319,0.01953125
410,CTRL_group3_2.png,242,307,315,319,0.015625
411,CTRL_group3_2.png,307,314,283,325,0.015625
412,CTRL_group3_2.png,297,315,301,318,0.015625
413,CTRL_group3_2.png,0,35,18,97,0.015625
414,CTRL_group3_2.png,-1,93,16,268,0.01171875
415,CTRL_group3_2.png,3,70,315,319,0.01171875
416,CTRL_group3_2.png,309,314,262,322,0.01171875
417,CTRL_group3_2.png,253,322,310,320,0.01171875
418,CTRL_group3_2.png,219,284,315,319,0.01171875
419,CTRL_group3_2.png,259,319,300,319,0.01171875
420,BHVE_group3_2.png,19,299,227,318,0.0234375
421,BHVE_group3_2.png,0,44,317,323,0.015625
422,BHVE_group3_2.png,267,329,317,322,0.015625
423,BHVE_group3_2.png,14,298,5,332,0.015625
424,BHVE_group3_2.png,289,336,316,322,0.015625
425,BHVE_group3_2.png,11,78,317,322,0.01171875
426,BHVE_group3_2.png,237,297,318,323,0.01171875
427,BHVE_group3_2.png,281,325,273,320,0.01171875
428,BHVE_group3_2.png,287,331,134,330,0.01171875
429,BHVE_group3_2.png,251,333,304,323,0.01171875
430,BHVE_group3_2.png,0,93,29,269,0.01171875
431,BHVE_group3_2.png,305,327,301,322,0.01171875
432,CTRL_group7_3.png,261,326,295,317,0.0234375
433,CTRL_group7_3.png,2,49,32,95,0.0234375
434,CTRL_group7_3.png,1,101,29,244,0.0234375
435,CTRL_group7_3.png,0,24,299,317,0.015625
436,CTRL_group7_3.png,283,326,308,317,0.015625
437,CTRL_group7_3.png,122,276,70,107,0.015625
438,CTRL_group7_3.png,3,56,312,317,0.015625
439,CTRL_group7_3.png,299,323,298,317,0.015625
440,CTRL_group7_3.png,2,50,121,263,0.01171875
441,CTRL_group7_3.png,308,325,295,319,0.01171875
442,CTRL_group7_3.png,0,10,284,315,0.01171875
443,CTRL_group7_3.png,297,323,5,77,0.01171875
444,CTRL_group7_3.png,2,20,283,314,0.01171875
445,CTRL_group7_3.png,-2,28,312,320,0.01171875
446,CTRL_group7_3.png,314,323,281,320,0.01171875
447,CTRL_group7_3.png,0,22,263,317,0.01171875
448,CTRL_group7_3.png,0,7,262,312,0.01171875
449,CTRL_group9_5.png,71,102,58,111,0.5
450,CTRL_group9_5.png,164,203,152,189,0.05078125
451,CTRL_group9_5.png,11,313,109,319,0.03515625
452,CTRL_group9_5.png,59,123,61,112,0.0234375
453,CTRL_group9_5.png,0,85,32,265,0.01953125
454,CTRL_group9_5.png,194,209,156,190,0.015625
455,CTRL_group9_5.png,0,56,316,321,0.015625
456,CTRL_group9_5.png,158,165,137,148,0.015625
457,CTRL_group9_5.png,261,315,314,321,0.015625
458,CTRL_group9_5.png,71,97,72,97,0.01171875
459,CTRL_group9_5.png,160,205,123,201,0.01171875
460,CTRL_group9_5.png,54,99,52,147,0.01171875
461,CTRL_group9_5.png,-3,33,316,323,0.01171875
462,CTRL_group9_5.png,65,111,62,176,0.01171875
463,CTRL_group9_5.png,152,166,138,144,0.01171875
464,CTRL_group9_5.png,186,238,152,183,0.01171875
465,CTRL_group9_5.png,-21,285,193,331,0.01171875
466,BHVE_group9_3.png,2,112,58,302,0.0234375
467,BHVE_group9_3.png,-1,43,319,325,0.01953125
468,BHVE_group9_3.png,192,322,93,315,0.01171875
469,BHVE_group9_3.png,247,314,319,324,0.01171875
470,BHVE_group9_3.png,0,26,311,324,0.01171875
471,BHVE_group9_3.png,302,322,305,323,0.01171875
472,BHVE_group9_3.png,31,236,153,270,0.01171875
473,BHVE_group9_3.png,273,326,113,290,0.01171875
474,BHVE_group9_3.png,284,329,317,324,0.01171875
475,CTRL_group7_1.png,3,54,312,317,0.03125
476,CTRL_group7_1.png,3,48,33,82,0.02734375
477,CTRL_group7_1.png,300,323,298,317,0.01953125
478,CTRL_group7_1.png,0,26,300,317,0.01953125
479,CTRL_group7_1.png,1,104,33,245,0.015625
480,CTRL_group7_1.png,264,327,294,316,0.015625
481,CTRL_group7_1.png,-2,29,312,319,0.015625
482,CTRL_group7_1.png,284,328,309,317,0.01171875
483,CTRL_group7_1.png,3,51,119,263,0.01171875
484,CTRL_group7_1.png,31,321,5,95,0.01171875
485,CTRL_group7_1.png,0,10,285,315,0.01171875
486,CTRL_group7_1.png,19,84,313,317,0.01171875
487,BHVE_group5_1.png,0,20,1,23,0.08203125
488,BHVE_group5_1.png,0,23,239,320,0.078125
489,BHVE_group5_1.png,0,21,-1,47,0.0703125
490,BHVE_group5_1.png,0,24,0,10,0.05859375
491,BHVE_group5_1.png,0,13,0,62,0.05859375
492,BHVE_group5_1.png,0,14,0,14,0.05078125
493,BHVE_group5_1.png,-2,55,1,26,0.04296875
494,BHVE_group5_1.png,0,35,-1,37,0.04296875
495,BHVE_group5_1.png,1,8,5,58,0.0390625
496,BHVE_group5_1.png,1,20,2,89,0.03125
497,BHVE_group5_1.png,0,43,-2,75,0.03125
498,BHVE_group5_1.png,110,208,93,237,0.03125
499,BHVE_group5_1.png,-1,41,0,14,0.02734375
