,frame,xmin,xmax,ymin,ymax,score
62,CTRL_group1_1.png,7,72,291,321,0.0078125
63,CTRL_group1_1.png,256,318,312,322,0.0078125
64,CTRL_group1_1.png,119,176,317,321,0.0078125
65,CTRL_group1_1.png,-1,249,199,330,0.0078125
66,CTRL_group1_1.png,0,23,299,321,0.0078125
67,CTRL_group1_1.png,291,317,302,322,0.0078125
68,CTRL_group1_1.png,0,38,315,321,0.0078125
69,CTRL_group1_1.png,-41,139,-13,193,0.0078125
70,CTRL_group1_1.png,20,155,28,230,0.0078125
71,CTRL_group1_1.png,-72,286,166,369,0.0078125
72,CTRL_group1_1.png,174,188,219,229,0.0078125
73,CTRL_group1_1.png,-2,35,277,321,0.0078125
74,CTRL_group1_1.png,237,297,316,321,0.0078125
75,CTRL_group9_3.png,116,150,105,213,0.7265625
76,CTRL_group9_3.png,74,101,58,115,0.0234375
77,CTRL_group9_3.png,124,165,110,222,0.01953125
78,CTRL_group9_3.png,155,307,38,317,0.015625
79,CTRL_group9_3.png,102,145,77,213,0.01171875
80,CTRL_group9_3.png,0,60,316,321,0.01171875
81,CTRL_group9_3.png,269,322,315,321,0.01171875
82,CTRL_group9_3.png,-1,33,317,323,0.01171875
83,CTRL_group9_3.png,155,319,7,109,0.01171875
84,CTRL_group9_3.png,196,291,11,87,0.0078125
85,CTRL_group9_3.png,95,108,150,166,0.0078125
86,CTRL_group9_3.png,236,301,316,321,0.0078125
87,CTRL_group9_3.png,290,325,314,322,0.0078125
88,CTRL_group9_3.png,210,317,7,174,0.0078125
89,CTRL_group9_3.png,21,86,317,321,0.0078125
90,CTRL_group9_3.png,273,315,4,45,0.0078125
91,CTRL_group9_3.png,51,232,278,318,0.0078125
92,CTRL_group9_3.png,115,154,96,163,0.0078125
93,CTRL_group9_3.png,-14,46,83,381,0.0078125
94,CTRL_group9_3.png,68,295,228,329,0.0078125
95,CTRL_group9_3.png,201,312,4,55,0.0078125
96,CTRL_group9_3.png,265,317,8,102,0.0078125
97,CTRL_group9_3.png,0,25,307,321,0.0078125
98,CTRL_group9_3.png,106,160,126,201,0.0078125
99,CTRL_group9_3.png,261,322,301,321,0.0078125
100,CTRL_group2_2.png,8,121,78,269,0.04296875
101,CTRL_group2_2.png,221,255,271,327,0.03515625
102,CTRL_group2_2.png,227,287,324,329,0.0234375
103,CTRL_group2_2.png,248,321,83,291,0.0234375
104,CTRL_group2_2.png,277,323,307,329,0.01953125
105,CTRL_group2_2.png,283,325,320,329,0.01953125
106,CTRL_group2_2.png,1,58,323,328,0.015625
107,CTRL_group2_2.png,271,324,99,256,0.015625
108,CTRL_group2_2.png,234,276,276,328,0.015625
109,CTRL_group2_2.png,18,180,38,303,0.015625
110,CTRL_group2_2.png,19,281,2,242,0.01171875
111,CTRL_group2_2.png,222,289,296,325,0.01171875
112,CTRL_group2_2.png,278,319,58,179,0.01171875
113,CTRL_group2_2.png,305,323,306,330,0.01171875
114,CTRL_group2_2.png,4,314,3,100,0.01171875
115,CTRL_group2_2.png,313,321,293,331,0.01171875
116,CTRL_group2_2.png,288,325,84,219,0.01171875
117,CTRL_group2_2.png,7,57,126,266,0.01171875
118,CTRL_group2_2.png,-1,31,323,330,0.01171875
119,CTRL_group2_2.png,246,320,304,329,0.01171875
120,CTRL_group2_2.png,257,317,323,328,0.01171875
121,CTRL_group2_2.png,1,51,2,45,0.01171875
122,CTRL_group2_2.png,16,250,219,315,0.01171875
123,CTRL_group2_2.png,303,330,319,332,0.01171875
124,CTRL_group2_2.png,109,136,185,255,0.01171875
125,BHVE_group9_2.png,35,288,167,295,0.02734375
126,BHVE_group9_2.png,3,96,60,267,0.0234375
127,BHVE_group9_2.png,284,329,317,324,0.01953125
128,BHVE_group9_2.png,17,268,218,319,0.01953125
129,BHVE_group9_2.png,210,301,55,272,0.01953125
130,BHVE_group9_2.png,240,306,319,324,0.015625
131,BHVE_group9_2.png,263,327,305,324,0.015625
132,BHVE_group9_2.png,2,55,318,324,0.015625
133,BHVE_group9_2.png,11,205,67,299,0.01171875
134,BHVE_group9_2.png,299,322,306,323,0.01171875
135,BHVE_group9_2.png,-2,29,319,326,0.01171875
136,BHVE_group9_2.png,90,145,159,248,0.01171875
137,BHVE_group9_2.png,260,328,314,325,0.01171875
138,BHVE_group9_2.png,244,308,309,326,0.0078125
139,BHVE_group9_2.png,-20,140,131,329,0.0078125
140,BHVE_group9_2.png,248,310,102,262,0.0078125
141,BHVE_group9_2.png,317,322,249,313,0.0078125
142,BHVE_group9_2.png,197,277,129,254,0.0078125
143,BHVE_group9_2.png,36,221,128,256,0.0078125
144,BHVE_group9_2.png,0,30,254,319,0.0078125
145,BHVE_group9_2.png,306,328,311,329,0.0078125
146,BHVE_group9_2.png,318,322,122,199,0.0078125
147,BHVE_group9_2.png,314,323,288,329,0.0078125
148,BHVE_group9_2.png,105,259,163,266,0.0078125
149,BHVE_group9_2.png,318,322,217,281,0.0078125
150,CTRL_group5_6.png,75,136,111,176,0.8671875
151,CTRL_group5_6.png,69,141,69,187,0.078125
152,CTRL_group5_6.png,127,141,78,106,0.04296875
153,CTRL_group5_6.png,85,167,98,175,0.0390625
154,CTRL_group5_6.png,302,322,301,318,0.0234375
155,CTRL_group5_6.png,77,133,131,224,0.0234375
156,CTRL_group5_6.png,282,327,312,319,0.01953125
157,CTRL_group5_6.png,156,176,231,264,0.01953125
158,CTRL_group5_6.png,275,323,301,319,0.015625
159,CTRL_group5_6.png,80,133,42,156,0.015625
160,CTRL_group5_6.png,314,322,284,321,0.015625
161,CTRL_group5_6.png,79,179,48,187,0.015625
162,CTRL_group5_6.png,2,58,314,319,0.015625
163,CTRL_group5_6.png,124,147,204,267,0.01171875
164,CTRL_group5_6.png,81,153,132,183,0.01171875
165,CTRL_group5_6.png,-1,52,302,320,0.01171875
166,CTRL_group5_6.png,315,322,265,316,0.01171875
167,CTRL_group5_6.png,56,120,113,168,0.01171875
168,CTRL_group5_6.png,65,138,83,141,0.01171875
169,CTRL_group5_6.png,157,191,214,263,0.01171875
170,CTRL_group5_6.png,119,144,88,150,0.01171875
171,CTRL_group5_6.png,-1,31,314,321,0.01171875
172,CTRL_group5_6.png,307,330,310,323,0.01171875
173,CTRL_group5_6.png,111,148,103,172,0.01171875
174,CTRL_group5_6.png,0,26,303,319,0.01171875
175,CTRL_group3_1.png,8,279,20,322,0.03125
176,CTRL_group3_1.png,23,298,198,318,0.02734375
177,CTRL_group3_1.png,276,319,312,319,0.02734375
178,CTRL_group3_1.png,170,307,25,231,0.0234375
179,CTRL_group3_1.png,249,309,313,319,0.0234375
180,CTRL_group3_1.png,306,314,281,323,0.0234375
181,CTRL_group3_1.png,257,318,298,318,0.01953125
182,CTRL_group3_1.png,253,318,309,320,0.01953125
183,CTRL_group3_1.png,181,231,84,217,0.01953125
184,CTRL_group3_1.png,294,314,300,319,0.01953125
185,CTRL_group3_1.png,309,314,262,320,0.015625
186,CTRL_group3_1.png,0,90,37,271,0.015625
187,CTRL_group3_1.png,0,35,19,99,0.015625
188,CTRL_group3_1.png,1,56,314,319,0.01171875
189,CTRL_group3_1.png,298,322,310,324,0.01171875
190,CTRL_group3_1.png,0,27,25,68,0.01171875
191,CTRL_group3_1.png,128,358,213,357,0.01171875
192,CTRL_group3_1.png,274,314,284,321,0.01171875
193,CTRL_group3_1.png,244,302,303,320,0.01171875
194,CTRL_group3_1.png,14,153,55,291,0.01171875
195,CTRL_group3_1.png,142,293,-11,171,0.01171875
196,CTRL_group3_1.png,26,379,-5,165,0.0078125
197,CTRL_group3_1.png,1,184,-29,254,0.0078125
198,CTRL_group3_1.png,52,307,-6,99,0.0078125
199,CTRL_group3_1.png,97,320,-8,292,0.0078125
200,BHVE_group5_2.png,0,20,1,23,0.1171875
201,BHVE_group5_2.png,0,24,240,320,0.0859375
202,BHVE_group5_2.png,0,24,0,10,0.078125
203,BHVE_group5_2.png,0,21,-1,47,0.07421875
204,BHVE_group5_2.png,0,36,0,22,0.0703125
205,BHVE_group5_2.png,1,13,0,62,0.0625
206,BHVE_group5_2.png,0,14,0,14,0.0625
207,BHVE_group5_2.png,3,36,0,8,0.04296875
208,BHVE_group5_2.png,-1,55,3,34,0.0390625
209,BHVE_group5_2.png,1,8,5,58,0.0390625
210,BHVE_group5_2.png,1,21,2,88,0.03515625
211,BHVE_group5_2.png,0,46,1,109,0.03515625
212,BHVE_group5_2.png,0,38,216,325,0.03125
213,BHVE_group5_2.png,-1,67,-2,72,0.02734375
214,BHVE_group5_2.png,-1,14,0,32,0.0234375
215,BHVE_group5_2.png,1,66,0,18,0.0234375
216,BHVE_group5_2.png,-1,52,300,322,0.0234375
217,BHVE_group5_2.png,0,35,281,321,0.0234375
218,BHVE_group5_2.png,9,48,0,7,0.0234375
219,BHVE_group5_2.png,-3,110,2,49,0.0234375
220,BHVE_group5_2.png,0,7,54,112,0.01953125
221,BHVE_group5_2.png,2,53,316,322,0.01953125
222,BHVE_group5_2.png,0,11,12,86,0.01953125
223,BHVE_group5_2.png,13,78,317,322,0.01953125
224,BHVE_group5_2.png,19,128,33,244,0.01953125
225,BHVE_group6_1.png,0,88,60,266,0.0234375
226,BHVE_group6_1.png,81,205,72,231,0.0234375
227,BHVE_group6_1.png,0,37,60,100,0.01953125
228,BHVE_group6_1.png,34,159,83,241,0.015625
229,BHVE_group6_1.png,0,43,317,323,0.015625
230,BHVE_group6_1.png,268,322,315,322,0.015625
231,BHVE_group6_1.png,278,325,1,48,0.015625
232,BHVE_group6_1.png,-1,34,57,81,0.01171875
233,BHVE_group6_1.png,-3,41,43,238,0.01171875
234,BHVE_group6_1.png,296,334,314,322,0.01171875
235,BHVE_group6_1.png,0,25,306,323,0.01171875
236,BHVE_group6_1.png,0,30,64,123,0.01171875
237,BHVE_group6_1.png,-7,319,207,323,0.0078125
238,BHVE_group6_1.png,-5,35,30,123,0.0078125
239,BHVE_group6_1.png,300,327,307,322,0.0078125
240,BHVE_group6_1.png,0,10,293,319,0.0078125
241,BHVE_group6_1.png,-2,32,31,85,0.0078125
242,BHVE_group6_1.png,16,295,-45,254,0.0078125
243,BHVE_group6_1.png,47,305,5,79,0.0078125
244,BHVE_group6_1.png,0,5,37,80,0.0078125
245,BHVE_group6_1.png,197,301,305,322,0.0078125
246,BHVE_group6_1.png,-2,57,300,323,0.0078125
247,BHVE_group6_1.png,263,316,306,323,0.0078125
248,BHVE_group6_1.png,282,336,312,323,0.0078125
249,BHVE_group6_1.png,-1,59,313,323,0.0078125
250,CTRL_group7_5.png,39,111,154,250,0.0625
251,CTRL_group7_5.png,0,7,261,315,0.0234375
252,CTRL_group7_5.png,3,48,33,100,0.01953125
253,CTRL_group7_5.png,9,100,45,236,0.01953125
254,CTRL_group7_5.png,284,325,308,317,0.01953125
255,CTRL_group7_5.png,263,327,296,317,0.01953125
256,CTRL_group7_5.png,299,323,298,317,0.01953125
257,CTRL_group7_5.png,61,309,142,291,0.01953125
258,CTRL_group7_5.png,0,16,259,321,0.015625
259,CTRL_group7_5.png,0,24,298,317,0.015625
260,CTRL_group7_5.png,139,186,144,266,0.015625
261,CTRL_group7_5.png,308,325,295,318,0.015625
262,CTRL_group7_5.png,3,55,312,317,0.015625
263,CTRL_group7_5.png,55,154,147,269,0.015625
264,CTRL_group7_5.png,3,48,35,193,0.015625
265,CTRL_group7_5.png,35,122,162,303,0.01171875
266,CTRL_group7_5.png,1,43,111,258,0.01171875
267,CTRL_group7_5.png,0,21,284,316,0.01171875
268,CTRL_group7_5.png,7,228,11,258,0.01171875
269,CTRL_group7_5.png,9,46,29,68,0.01171875
270,CTRL_group7_5.png,5,83,34,156,0.01171875
271,CTRL_group7_5.png,-1,28,312,320,0.01171875
272,CTRL_group7_5.png,7,73,80,282,0.01171875
273,CTRL_group7_5.png,29,94,313,317,0.0078125
274,CTRL_group7_5.png,1,60,301,319,0.0078125
275,CTRL_group9_2.png,-1,120,1,52,0.86328125
276,CTRL_group9_2.png,35,149,-4,43,0.0390625
277,CTRL_group9_2.png,-39,136,-13,60,0.03515625
278,CTRL_group9_2.png,75,119,-1,43,0.02734375
279,CTRL_group9_2.png,178,313,9,141,0.02734375
280,CTRL_group9_2.png,3,96,5,37,0.0234375
281,CTRL_group9_2.png,30,106,-17,56,0.0234375
282,CTRL_group9_2.png,3,77,-2,70,0.01953125
283,CTRL_group9_2.png,203,308,17,101,0.015625
284,CTRL_group9_2.png,75,307,-13,58,0.015625
285,CTRL_group9_2.png,0,56,316,321,0.015625
286,CTRL_group9_2.png,0,222,-1,65,0.015625
287,CTRL_group9_2.png,12,109,14,71,0.01171875
288,CTRL_group9_2.png,-10,106,-5,30,0.01171875
289,CTRL_group9_2.png,204,317,11,286,0.01171875
290,CTRL_group9_2.png,181,289,11,71,0.01171875
291,CTRL_group9_2.png,252,311,315,321,0.01171875
292,CTRL_group9_2.png,-6,40,5,43,0.01171875
293,CTRL_group9_2.png,-2,33,316,323,0.01171875
294,CTRL_group9_2.png,58,122,-14,47,0.01171875
295,CTRL_group9_2.png,50,293,158,306,0.01171875
296,CTRL_group9_2.png,-8,76,-20,45,0.0078125
297,CTRL_group9_2.png,147,302,28,318,0.0078125
298,CTRL_group9_2.png,8,37,4,62,0.0078125
299,CTRL_group9_2.png,-80,315,172,368,0.0078125
300,BHVE_group7_2.png,0,165,12,327,0.125
301,BHVE_group7_2.png,86,145,90,129,0.046875
302,BHVE_group7_2.png,289,336,323,330,0.0234375
303,BHVE_group7_2.png,0,61,325,330,0.01953125
304,BHVE_group7_2.png,24,298,40,346,0.01953125
305,BHVE_group7_2.png,238,329,36,281,0.01953125
306,BHVE_group7_2.png,272,336,310,330,0.015625
307,BHVE_group7_2.png,21,91,326,329,0.015625
308,BHVE_group7_2.png,-65,205,94,399,0.01171875
309,BHVE_group7_2.png,3,85,65,329,0.01171875
310,BHVE_group7_2.png,321,329,295,334,0.01171875
311,BHVE_group7_2.png,306,329,312,329,0.01171875
312,BHVE_group7_2.png,-1,33,325,332,0.01171875
313,BHVE_group7_2.png,6,57,0,27,0.01171875
314,BHVE_group7_2.png,0,25,316,330,0.01171875
315,BHVE_group7_2.png,287,330,297,332,0.01171875
316,BHVE_group7_2.png,238,301,326,330,0.01171875
317,BHVE_group7_2.png,323,329,170,240,0.0078125
318,BHVE_group7_2.png,185,211,219,288,0.0078125
319,BHVE_group7_2.png,60,278,1,247,0.0078125
320,BHVE_group7_2.png,89,143,76,117,0.0078125
321,BHVE_group7_2.png,262,324,325,330,0.0078125
322,BHVE_group7_2.png,269,336,80,309,0.0078125
323,BHVE_group7_2.png,267,335,321,331,0.0078125
324,BHVE_group7_2.png,263,325,1,32,0.0078125
325,CTRL_group9_1.png,70,107,58,119,0.04296875
326,CTRL_group9_1.png,191,313,12,107,0.0234375
327,CTRL_group9_1.png,0,82,57,269,0.01953125
328,CTRL_group9_1.png,189,314,11,250,0.01953125
329,CTRL_group9_1.png,0,56,316,321,0.01953125
330,CTRL_group9_1.png,196,311,5,58,0.01171875
331,CTRL_group9_1.png,65,112,56,175,0.01171875
332,CTRL_group9_1.png,-2,32,316,323,0.01171875
333,CTRL_group9_1.png,15,238,241,313,0.0078125
334,CTRL_group9_1.png,95,104,153,165,0.0078125
335,CTRL_group9_1.png,261,315,315,321,0.0078125
336,CTRL_group9_1.png,148,320,56,309,0.0078125
337,CTRL_group9_1.png,137,317,25,169,0.0078125
338,CTRL_group9_1.png,16,132,75,265,0.0078125
339,CTRL_group9_1.png,175,277,24,123,0.0078125
340,CTRL_group9_1.png,254,315,301,321,0.0078125
341,CTRL_group9_1.png,253,319,9,100,0.0078125
342,CTRL_group9_1.png,0,15,309,322,0.0078125
343,CTRL_group9_1.png,269,312,3,43,0.0078125
344,CTRL_group9_1.png,209,329,-1,35,0.0078125
345,CTRL_group9_1.png,289,323,313,322,0.0078125
346,CTRL_group9_1.png,71,125,61,138,0.0078125
347,CTRL_group9_1.png,0,26,307,321,0.0078125
348,CTRL_group9_1.png,164,279,12,69,0.0078125
349,CTRL_group9_1.png,-1,61,312,322,0.0078125
350,CTRL_group2_4.png,52,302,211,326,0.04296875
351,CTRL_group2_4.png,270,321,310,329,0.03515625
352,CTRL_group2_4.png,9,110,53,257,0.03125
353,CTRL_group2_4.png,25,277,163,305,0.03125
354,CTRL_group2_4.png,1,57,323,328,0.02734375
355,CTRL_group2_4.png,183,204,0,6,0.02734375
356,CTRL_group2_4.png,10,183,22,194,0.02734375
357,CTRL_group2_4.png,0,25,312,328,0.0234375
358,CTRL_group2_4.png,281,326,319,328,0.0234375
359,CTRL_group2_4.png,187,213,0,8,0.01953125
360,CTRL_group2_4.png,19,268,54,327,0.01953125
361,CTRL_group2_4.png,176,195,0,6,0.01953125
362,CTRL_group2_4.png,-1,30,323,330,0.01953125
363,CTRL_group2_4.png,275,325,127,283,0.015625
364,CTRL_group2_4.png,-1,61,319,329,0.015625
365,CTRL_group2_4.png,0,23,290,329,0.01171875
366,CTRL_group2_4.png,0,49,5,36,0.01171875
367,CTRL_group2_4.png,17,86,324,328,0.01171875
368,CTRL_group2_4.png,191,233,0,7,0.01171875
369,CTRL_group2_4.png,0,63,310,328,0.01171875
370,CTRL_group2_4.png,-2,47,293,327,0.01171875
371,CTRL_group2_4.png,-3,7,309,329,0.01171875
372,CTRL_group2_4.png,-6,292,4,224,0.01171875
373,CTRL_group2_4.png,34,181,86,283,0.01171875
374,CTRL_group2_4.png,12,48,0,7,0.01171875
375,CTRL_group6_4.png,0,46,9,64,0.10546875
376,CTRL_group6_4.png,1,26,9,57,0.05078125
377,CTRL_group6_4.png,0,8,15,63,0.046875
378,CTRL_group6_4.png,0,12,11,70,0.0390625
379,CTRL_group6_4.png,-4,85,6,69,0.03125
380,CTRL_group6_4.png,0,54,0,31,0.03125
381,CTRL_group6_4.png,1,35,0,45,0.03125
382,CTRL_group6_4.png,0,49,15,119,0.02734375
383,CTRL_group6_4.png,0,24,313,334,0.0234375
384,CTRL_group6_4.png,2,37,30,55,0.0234375
385,CTRL_group6_4.png,6,45,0,6,0.0234375
386,CTRL_group6_4.png,0,7,3,41,0.0234375
387,CTRL_group6_4.png,0,97,-17,228,0.01953125
388,CTRL_group6_4.png,291,334,327,334,0.01953125
389,CTRL_group6_4.png,1,18,12,82,0.01953125
390,CTRL_group6_4.png,-1,39,327,335,0.01953125
391,CTRL_group6_4.png,307,329,315,334,0.01953125
392,CTRL_group6_4.png,-1,13,-3,50,0.015625
393,CTRL_group6_4.png,3,30,2,26,0.015625
394,CTRL_group6_4.png,5,80,296,332,0.015625
395,CTRL_group6_4.png,-1,58,310,334,0.015625
396,CTRL_group6_4.png,1,44,294,334,0.015625
397,CTRL_group6_4.png,-11,59,0,56,0.015625
398,CTRL_group6_4.png,-2,8,311,335,0.015625
399,CTRL_group6_4.png,0,25,278,336,0.015625
400,BHVE_group5_3.png,0,24,240,319,0.08203125
401,BHVE_group5_3.png,0,20,0,22,0.078125
402,BHVE_group5_3.png,0,24,0,10,0.0703125
403,BHVE_group5_3.png,0,14,0,13,0.0625
404,BHVE_group5_3.png,0,21,-1,47,0.05859375
405,BHVE_group5_3.png,0,12,0,64,0.05859375
406,BHVE_group5_3.png,-2,54,1,26,0.046875
407,BHVE_group5_3.png,0,35,-1,37,0.04296875
408,BHVE_group5_3.png,3,36,0,8,0.0390625
409,BHVE_group5_3.png,1,8,5,59,0.0390625
410,BHVE_group5_3.png,0,41,304,323,0.03515625
411,BHVE_group5_3.png,0,35,281,321,0.03515625
412,BHVE_group5_3.png,1,20,1,89,0.03515625
413,BHVE_group5_3.png,0,43,-2,75,0.03125
414,BHVE_group5_3.png,-1,40,0,14,0.03125
415,BHVE_group5_3.png,0,38,216,325,0.03125
416,BHVE_group5_3.png,2,52,316,322,0.02734375
417,BHVE_group5_3.png,-2,73,1,45,0.0234375
418,BHVE_group5_3.png,0,47,262,322,0.0234375
419,BHVE_group5_3.png,6,63,306,324,0.0234375
420,BHVE_group5_3.png,-1,14,0,33,0.0234375
421,BHVE_group5_3.png,12,79,317,322,0.0234375
422,BHVE_group5_3.png,0,5,19,82,0.01953125
423,BHVE_group5_3.png,-3,92,270,323,0.01953125
424,BHVE_group5_3.png,0,16,19,141,0.01953125
425,BHVE_group2_2.png,0,21,257,347,0.08203125
426,BHVE_group2_2.png,71,182,93,155,0.0546875
427,BHVE_group2_2.png,-2,15,284,344,0.04296875
428,BHVE_group2_2.png,65,139,78,159,0.03515625
429,BHVE_group2_2.png,0,73,19,44,0.03125
430,BHVE_group2_2.png,0,43,326,347,0.02734375
431,BHVE_group2_2.png,314,337,144,242,0.02734375
432,BHVE_group2_2.png,213,267,117,213,0.02734375
433,BHVE_group2_2.png,1,37,302,346,0.02734375
434,BHVE_group2_2.png,4,54,339,346,0.02734375
435,BHVE_group2_2.png,0,22,323,347,0.0234375
436,BHVE_group2_2.png,30,99,342,346,0.01953125
437,BHVE_group2_2.png,293,336,148,236,0.01953125
438,BHVE_group2_2.png,315,337,326,346,0.01953125
439,BHVE_group2_2.png,271,335,68,227,0.01953125
440,BHVE_group2_2.png,7,66,329,348,0.01953125
441,BHVE_group2_2.png,18,120,326,346,0.015625
442,BHVE_group2_2.png,-1,30,230,354,0.015625
443,BHVE_group2_2.png,26,160,73,169,0.015625
444,BHVE_group2_2.png,9,84,338,348,0.015625
445,BHVE_group2_2.png,70,128,107,154,0.015625
446,BHVE_group2_2.png,4,100,19,268,0.015625
447,BHVE_group2_2.png,296,342,338,346,0.015625
448,BHVE_group2_2.png,-3,9,316,346,0.015625
449,BHVE_group2_2.png,0,58,336,347,0.015625
450,CTRL_group5_2.png,300,322,300,318,0.0234375
451,CTRL_group5_2.png,282,326,311,319,0.01953125
452,CTRL_group5_2.png,1,58,314,319,0.01953125
453,CTRL_group5_2.png,315,322,273,318,0.015625
454,CTRL_group5_2.png,266,326,298,318,0.015625
455,CTRL_group5_2.png,3,53,113,284,0.015625
456,CTRL_group5_2.png,-2,30,314,321,0.015625
457,CTRL_group5_2.png,316,322,257,309,0.01171875
458,CTRL_group5_2.png,139,195,163,199,0.01171875
459,CTRL_group5_2.png,27,313,1,104,0.01171875
460,CTRL_group5_2.png,150,182,187,199,0.01171875
461,CTRL_group5_2.png,-1,54,301,319,0.01171875
462,CTRL_group5_2.png,306,330,310,323,0.01171875
463,CTRL_group5_2.png,210,257,72,201,0.01171875
464,CTRL_group5_2.png,280,323,281,319,0.01171875
465,CTRL_group5_2.png,0,25,303,319,0.01171875
466,CTRL_group5_2.png,313,323,294,322,0.01171875
467,CTRL_group5_2.png,308,322,278,311,0.0078125
468,CTRL_group5_2.png,296,322,266,320,0.0078125
469,CTRL_group5_2.png,247,313,314,319,0.0078125
470,CTRL_group5_2.png,2,49,282,320,0.0078125
471,CTRL_group5_2.png,7,72,0,27,0.0078125
472,CTRL_group5_2.png,262,315,0,31,0.0078125
473,CTRL_group5_2.png,161,193,186,200,0.0078125
474,CTRL_group5_2.png,238,357,273,337,0.0078125
475,BHVE_group2_3.png,188,224,206,297,0.84375
476,BHVE_group2_3.png,0,20,273,346,0.08203125
477,BHVE_group2_3.png,1,36,301,346,0.02734375
478,BHVE_group2_3.png,4,53,339,346,0.0234375
479,BHVE_group2_3.png,196,241,203,313,0.0234375
480,BHVE_group2_3.png,16,77,341,346,0.01953125
481,BHVE_group2_3.png,0,16,199,338,0.01953125
482,BHVE_group2_3.png,1,38,257,351,0.01953125
483,BHVE_group2_3.png,0,42,325,347,0.01953125
484,BHVE_group2_3.png,0,65,22,47,0.015625
485,BHVE_group2_3.png,9,94,326,347,0.015625
486,BHVE_group2_3.png,-1,10,284,340,0.015625
487,BHVE_group2_3.png,-2,27,339,349,0.015625
488,BHVE_group2_3.png,-8,21,294,354,0.015625
489,BHVE_group2_3.png,59,122,342,346,0.015625
490,BHVE_group2_3.png,254,318,342,346,0.015625
491,BHVE_group2_3.png,312,343,338,347,0.015625
492,BHVE_group2_3.png,30,100,342,346,0.015625
493,BHVE_group2_3.png,319,338,327,346,0.015625
494,BHVE_group2_3.png,-1,22,321,346,0.015625
495,BHVE_group2_3.png,280,344,326,347,0.01171875
496,BHVE_group2_3.png,2,67,26,64,0.01171875
497,BHVE_group2_3.png,288,348,341,347,0.01171875
